Epiweeks,Brazil,French Guiana,Guyana,Suriname,Peru,Panama,Costa Rica,Nicaragua,Paraguay,Honduras,Venezuela,Colombia,USA,Jamaica,Guatemala,Haiti,Dominican rep,Ecuador,El Salvador,Cuba,Belize,Bolivia,Argentina,Bonaire,Curacao,Antigua and Barbuda,Barbados,Bermuda,Bahamas,Dominica,Grenada,Martinique,Aruba,Puerto Rico,Saint Kitts and Nevis,Saint Lucia,Trinidad and Tobago,Saint Vincent and the Grenadines,British Virgin Islands,United States Virgin Islands,Guadeloupe,Turks and Caicos Islands,Saint Martin,Sint Maarten,Mexico
W 1 + W 2 + W 3,0.24750085175037384,0.3024711012840271,0.13950666785240173,0.19584177434444427,-0.23186971247196198,0.5578041672706604,0.20695318281650543,0.07893574982881546,-0.18834030628204346,-0.42940986156463623,0.46617528796195984,0.35171937942504883,-1.534153938293457,0.3986508548259735,-0.6425014734268188,0.8641042709350586,0.5764747858047485,0.27039670944213867,-0.020359674468636513,0.07425237447023392,-0.8230342268943787,-0.19619624316692352,1.4326125383377075,-0.019605636596679688,-0.03839111328125,0.12030220031738281,-0.05928230285644531,0.9600811004638672,0.4282780587673187,0.12224769592285156,-0.058422088623046875,0.1014556884765625,-0.1696624755859375,0.8939291834831238,0.14783859252929688,0.1649322509765625,0.21639862656593323,0.021280288696289062,0.2478771209716797,0.268768310546875,0.21063804626464844,0.89019775390625,0.16934776306152344,0.16934776306152344,-0.5747765898704529
W 4 + W 5 + W 6,0.17825360596179962,-0.09741587191820145,-0.01769902929663658,-0.14814791083335876,-0.17436185479164124,0.2859239876270294,0.07521912455558777,0.2334066927433014,0.9358451962471008,0.48559659719467163,0.5220602750778198,0.5757293701171875,-2.795639753341675,0.7114924192428589,0.44699838757514954,1.1935572624206543,0.8269584774971008,0.46695879101753235,0.603572428226471,1.4030795097351074,0.6439735293388367,-1.4377522468566895,1.8143922090530396,-0.1455059051513672,-0.10950660705566406,0.095672607421875,-0.11520576477050781,2.562723159790039,1.6694552898406982,0.07570457458496094,-0.03270149230957031,0.00162506103515625,-0.04663276672363281,0.8063886761665344,0.1343250274658203,0.027849197387695312,0.22553977370262146,-0.03441429138183594,0.2187957763671875,0.20546531677246094,0.09818792343139648,1.0623359680175781,0.1911029815673828,0.1911029815673828,-0.12856779992580414
W 7 + W 8 + W 9,-0.18020443618297577,-0.026822779327630997,-0.20786775648593903,-0.24225571751594543,0.23543526232242584,0.20292504131793976,0.13126063346862793,0.09345318377017975,-0.8716009855270386,0.47497978806495667,0.5531209111213684,0.44035837054252625,-0.6344567537307739,0.34945639967918396,0.925349235534668,0.6621529459953308,0.44786569476127625,0.3215712606906891,0.7389630675315857,0.7786402106285095,0.9529255628585815,-0.2936016917228699,-1.680699348449707,-0.01012420654296875,-0.02924346923828125,-0.05106925964355469,-0.272613525390625,1.5785560607910156,1.3430793285369873,-0.12473487854003906,-0.044647216796875,-0.1907939910888672,-0.13199615478515625,0.596947968006134,0.030168533325195312,-0.11158370971679688,0.2274753600358963,-0.18709945678710938,0.1312427520751953,0.10469436645507812,-0.1110234260559082,1.028207778930664,0.08762741088867188,0.08762741088867188,0.8192929625511169
W 10 + W 11 + W 12,0.21419435739517212,0.3989860415458679,0.19350485503673553,0.1676841527223587,-0.20616458356380463,0.40585896372795105,0.2938613295555115,0.592445433139801,-0.9391396641731262,1.0948450565338135,0.9686382412910461,0.3689999580383301,-1.1819546222686768,0.7159091830253601,1.303659200668335,0.6830084919929504,0.7568087577819824,0.058120254427194595,0.9641568064689636,0.7926939725875854,1.2203069925308228,-0.2751616835594177,-1.3814928531646729,0.0868072509765625,0.07457160949707031,0.3611583709716797,-0.15760040283203125,0.7858390808105469,0.8272660970687866,0.17600250244140625,-0.02085113525390625,0.049678802490234375,0.1442241668701172,0.6966824531555176,0.44837379455566406,0.07180976867675781,0.30273398756980896,-0.0933837890625,0.4629249572753906,0.43919944763183594,0.2973003387451172,0.9060325622558594,0.38602638244628906,0.38602638244628906,0.5150740146636963
W 13 + W 14 + W 15,0.29276490211486816,0.4054674804210663,-0.13322745263576508,-0.055065155029296875,0.24696160852909088,0.6772918105125427,0.19414378702640533,0.332827091217041,0.7241954803466797,0.5581203699111938,0.4821014702320099,0.6692798137664795,-0.5508214831352234,0.6580847501754761,0.7332603931427002,0.909759521484375,0.9013029932975769,-0.017020422965288162,0.6658503413200378,0.5436171293258667,0.8322387933731079,0.6812030076980591,0.7130191922187805,-0.06129264831542969,-0.07353782653808594,-0.1887989044189453,-0.16284942626953125,1.137094497680664,0.8006370663642883,0.010591506958007812,-0.0722503662109375,0.2328348159790039,-0.04399681091308594,0.6795077323913574,-0.1639118194580078,0.1633453369140625,0.07080192863941193,-0.09580039978027344,0.03708648681640625,-0.03887367248535156,-0.06659126281738281,0.7187099456787109,-0.07621192932128906,-0.07621192932128906,0.49892765283584595
W 16 + W 17 + W 18,0.2105240523815155,0.29603126645088196,0.1229851022362709,0.0472884364426136,0.33653724193573,0.5121899247169495,0.19286207854747772,0.5670807361602783,0.7017141580581665,0.6614738702774048,0.8502007722854614,0.3682635426521301,-0.01698330231010914,0.716562807559967,0.4735855758190155,0.5277323722839355,0.6172643303871155,0.13992111384868622,0.3592528700828552,0.4423099160194397,0.42173847556114197,0.9816560745239258,0.9872698187828064,-0.2703418731689453,-0.21832275390625,-0.008609771728515625,-0.15890121459960938,0.5314788818359375,1.0946266651153564,-0.1385345458984375,-0.05243110656738281,0.008496284484863281,-0.16118621826171875,0.8075900077819824,0.05499076843261719,0.1469135284423828,-0.0875370055437088,-0.08518791198730469,0.16982650756835938,0.12950706481933594,-0.03290510177612305,0.7894954681396484,0.025388717651367188,0.025388717651367188,0.05637277662754059
W 19 + W 20 + W 21,0.1385715752840042,0.3803347051143646,0.5941675901412964,0.33111339807510376,0.17452143132686615,0.43530675768852234,0.47659581899642944,0.6493456363677979,-0.7018960118293762,0.040838271379470825,1.0677087306976318,0.5386571884155273,-0.7290926575660706,-0.3704283535480499,-0.6373926997184753,-0.2713870406150818,-0.22047217190265656,0.329189270734787,0.5120657086372375,-0.5659234523773193,-0.37637969851493835,-0.4042527675628662,-0.25066736340522766,-0.42078590393066406,-0.477935791015625,-0.3729705810546875,-0.22769927978515625,-0.11783790588378906,-0.057442378252744675,-0.3934345245361328,-0.05817985534667969,-0.2921438217163086,-0.3469123840332031,-0.18363380432128906,-0.3035449981689453,-0.18102264404296875,0.06158790737390518,-0.19112014770507812,-0.24321937561035156,-0.3956279754638672,-0.43976449966430664,-0.024702072143554688,-0.26944732666015625,-0.26944732666015625,-0.754532516002655
W 22 + W 23 + W 24,0.7985665202140808,0.388274222612381,0.23893633484840393,0.2451225072145462,0.9686287641525269,0.8222723007202148,0.6695001125335693,0.41320404410362244,0.11793507635593414,0.20708854496479034,0.984916627407074,0.7226489186286926,-0.12584847211837769,0.42985889315605164,-0.2503390312194824,0.39451146125793457,0.47651246190071106,0.9217851161956787,0.4200431704521179,-0.38171520829200745,-0.23956537246704102,0.5568540692329407,0.05556970462203026,-0.3168220520019531,-0.3613929748535156,-0.34206199645996094,-0.1848316192626953,-0.5041770935058594,-0.15314379334449768,-0.19728469848632812,-0.11679267883300781,0.027124404907226562,-0.3744335174560547,0.4794227182865143,-0.36232757568359375,0.1834278106689453,0.41739463806152344,-0.060031890869140625,-0.28519439697265625,-0.3772621154785156,-0.2036423683166504,-0.16175079345703125,-0.39429283142089844,-0.39429283142089844,-0.21773263812065125
W 25 + W 26 + W 27,0.3610207736492157,0.07207571715116501,0.10653232038021088,-0.05483061075210571,0.32004550099372864,1.0256003141403198,0.678111732006073,0.6806151270866394,0.21250730752944946,0.6116342544555664,0.7069512605667114,0.4692363739013672,-0.17399334907531738,0.6202795505523682,0.9014595150947571,0.6830909848213196,0.7050038576126099,1.0795761346817017,1.4599382877349854,0.05211417004466057,0.6217098832130432,-0.5944839119911194,0.11186318099498749,-0.05941581726074219,-0.10561180114746094,-0.04615592956542969,0.018323898315429688,0.10324859619140625,0.24792471528053284,0.017271041870117188,0.20306015014648438,0.24654483795166016,-0.1293621063232422,0.8397696614265442,-0.06004905700683594,0.34551048278808594,0.6257049441337585,0.0894317626953125,-0.10712623596191406,-0.16416549682617188,0.08080720901489258,0.12575912475585938,-0.10883140563964844,-0.10883140563964844,-0.04530157148838043
W 28 + W 29 + W 30,0.38209331035614014,0.5153219103813171,0.7807591557502747,0.6664669513702393,0.26384252309799194,1.1035157442092896,0.9586016535758972,1.003403663635254,1.167252779006958,0.9265074729919434,0.8660194873809814,0.8178932666778564,-0.5991250872612,0.9180638790130615,1.195245623588562,0.6943480968475342,0.607172966003418,0.8126159310340881,2.001889705657959,0.19399355351924896,0.8785988092422485,-0.09639276564121246,1.7707388401031494,-0.2243785858154297,-0.16892242431640625,-0.1384563446044922,-0.13683128356933594,-0.13425445556640625,0.14037618041038513,-0.09618377685546875,-0.0975494384765625,0.16236495971679688,-0.18357467651367188,0.43757614493370056,-0.11524009704589844,0.19858360290527344,0.37275201082229614,-0.09674263000488281,-0.2669944763183594,-0.22460174560546875,-0.024184226989746094,0.060611724853515625,-0.20158004760742188,-0.20158004760742188,0.9761351346969604
W 31 + W 32 + W 33,0.40293121337890625,0.11946236342191696,-0.03341884911060333,0.05768608674407005,0.15276211500167847,0.5158337950706482,0.42515847086906433,0.3536691963672638,1.785548448562622,0.4342615008354187,0.3369584083557129,0.2656605541706085,-0.03465418145060539,0.5590249300003052,1.1163578033447266,0.42966827750205994,0.43773409724235535,0.6160846948623657,0.9384753108024597,0.11554422229528427,0.9558489918708801,0.7890711426734924,2.2971465587615967,-0.15758323669433594,-0.16051292419433594,-0.15746688842773438,-0.2601051330566406,-0.3123283386230469,0.2971166670322418,-0.11908340454101562,0.018377304077148438,-0.19200611114501953,-0.1584339141845703,0.09120544046163559,-0.22287750244140625,-0.18785476684570312,0.29385414719581604,-0.1983661651611328,-0.23064422607421875,-0.2503929138183594,-0.15006208419799805,0.04262542724609375,-0.2759418487548828,-0.2759418487548828,0.4268379509449005
W 34 + W 35 + W 36,0.6192506551742554,0.21447055041790009,0.3652462363243103,0.3671359717845917,0.33917370438575745,0.6171504259109497,0.394301176071167,0.0363619439303875,2.4088826179504395,0.046711597591638565,0.497808575630188,0.35474950075149536,0.5918242931365967,-0.09824676811695099,0.45141488313674927,0.05461234971880913,-0.18160654604434967,0.38976794481277466,0.51194828748703,-0.0027370688039809465,0.2956681251525879,1.8743761777877808,1.8531228303909302,-0.0054531097412109375,0.024150848388671875,-0.08707427978515625,-0.12848281860351562,-0.1774444580078125,0.037587642669677734,-0.017803192138671875,-0.09689521789550781,0.04628181457519531,0.015058517456054688,-0.08930937200784683,-0.030160903930664062,-0.05426979064941406,0.07966461032629013,-0.027004241943359375,-0.10454177856445312,-0.08598709106445312,-0.07720232009887695,-0.49599456787109375,-0.03959465026855469,-0.03959465026855469,0.2915296256542206
W 37 + W 38 + W 39,0.8093788623809814,0.8911862969398499,0.23890691995620728,1.0565659999847412,0.2939494848251343,0.4623149633407593,0.11696204543113708,0.20668472349643707,2.151301145553589,0.3787953555583954,0.5362924337387085,0.5194111466407776,-0.13567699491977692,0.3239864408969879,0.6407414078712463,0.3245415687561035,0.2248653769493103,0.642373263835907,0.26421356201171875,0.32564863562583923,0.6023736596107483,1.7122005224227905,1.3053432703018188,0.0750274658203125,0.0429840087890625,0.020246505737304688,-0.06008720397949219,0.5644607543945312,0.1682792603969574,0.008119583129882812,0.026437759399414062,-0.012534141540527344,0.12458992004394531,0.21829096972942352,0.10411643981933594,-0.04926109313964844,0.043650053441524506,-0.03212165832519531,0.1015167236328125,0.08256340026855469,0.007497310638427734,0.10766220092773438,0.11839675903320312,0.11839675903320312,0.2378811538219452
